id|emoteid|event|type|text
3982|1928|9|1|comes to life before your eyes and begins to attack you.
3983|1929|1|0|No one can stop the Turtle Wrangler! My power is unmatched in this world!
3984|1929|3|0|Now no one will watch after my turtles!
3985|1930|1|0|Orc stomp, orc kill - orc weapons, your blood will spill.
3986|1931|1|0|We have power... Vox is ruler... We destroy!
3987|1932|1|0|Glug... Glug  You not get barbarian rib!  Mine!
3988|1933|9|0|Me strongest.  You weak.  Craknek best alwayss.
3989|94|9|0|For the glory of the Deathfist Magistrate and all of Clan Deathfist!
3990|333|9|0|For the glory of the Deathfist Magistrate and all of Clan Deathfist!
3991|93|9|0|For the glory of the Deathfist Magistrate and all of Clan Deathfist!
3992|1934|1|0|Help me not, then!  I will make you bleed and have my master enslave your soul!
3993|1935|1|0|Behold the power of the Dreadful Hat!
3994|1936|1|0|Dullard.  I may be a scholar but I can still make your soul writhe in pain.
3995|1937|1|0|I will make sure I remove every last bit of your remains from the floor of this library!
3996|1938|1|0|Cazic-Thule, lend me your power!
3997|1939|1|0|Heretic! Thou shalt feel my magic scorn!
3998|1940|1|0|Die, infidel!
3999|1888|3|0|The death of a Dark Bargainer never goes unnoticed!
4000|1941|1|0|Silent and deadly are the daggers of the Ebon Mask!!
4001|1941|9|0|How foolish! You were no threat to me!
4002|1942|1|0|My dagger shall make quick work of you.
4003|1942|9|0|How foolish! You were no threat to me!
4004|1942|3|0|The Dead shall avenge my death!
4005|1941|3|0|The Dead shall avenge my death!!
4006|1305|9|0|How foolish! You were no threat to me!
4007|733|9|0|Let that be a lesson to all!  Never cross a Dark Bargainer!
4008|1943|1|0|Guards! Guards!
4009|1943|3|0|The death of a Dark Bargainer never goes unnoticed!
4010|1943|9|0|Let that be a lesson to all!  Never cross a Dark Bargainer!
4011|1889|3|0|Start digging your grave. The Indigo Brotherhood shall find you.
4012|1944|1|0|Rele.. ase.. me.. from.. this.. tor.. ment.. ARGH! You will die for entering the domain of the Bloodsabers!! Karana.. help.. me?
4013|1944|3|0|ARGH!...  Thank... you...
4014|1944|9|0|You shall join me in undeath!  May...  Karana...  for...  give...  me...
4015|1945|1|2|I, Tranixx Darkpaw, have embraced the dark powers of Bertoxxulous to rid you from our land!
4016|1946|1|0|Grrr... <Ruff!>  <Bark!> <Bark!>  You'll not get him!'  A baby's cry can be heard coming from his backpack.
4017|1449|1|0|Darkness and decay shall claim your flesh!
4018|175|9|0|Hardly a worthy adversary. A member of the Indigo Brotherhood deserves a much better opponent.
4019|310|9|0|<Hooowl!>..  Another worthless opponent for Gnasher.
4020|1947|1|0|Bandits everywhere!  Your fate shall be as theirs - swift death!
4021|1947|3|0|My comrades will avenge my death.
4022|1882|3|0|ARGH!  Antonius Bayle will have your head for this!  My men shall avenge me!
4023|1948|1|0|<Bark>...  <Bark!>  Me master...  Brew you some hurt!
4024|1949|1|0|Die, like a motherless gnoll!
4025|1949|3|0|Your actions will not go unnoticed!  The League of Antonican Bards has many members all over this continent.
4026|1950|1|0|What foolishness is this?!   Erollisi will not approve of your actions!
4027|1950|9|0|Nothing is more powerful than the power of love.  Hail, Erollisi Marr!
4028|1950|3|0|The Priests of Marr will not overlook my death. I pity you.
4029|1951|1|0|Death awaits you, my foolhardy friend.
4030|1951|9|0|Anotherr soulless corpse to join my undead army. Hail. Bertoxxulous!
4031|1951|3|0|You have won this round, but my soul shall find its way back to the Bloodsabers.
4032|1952|1|1|glares, her gaze cold and wicked, as she readies her blades, 'One as pathetic as you dares to challenge a Bladespur to battle? Fool! I'll slit your arrogant throat!
4033|1952|3|1|'s eyes grow wide in complete disbelief. She crumbles to the ground in a lifeless heap -- her deadened stare fixed in bewilderment.
4034|292|9|0|A pity...  Such a waste of a life.
4035|46|9|0|Yet another foe of the Knights of Thunder has been sent to the grave.
4036|296|9|0|A pity...  Such a waste of a life.
4037|1953|1|0|Hmm.  You offend Pyzjn.  Your death come soon.  Hail, Bertoxxulous!
4038|290|9|0|Once again, there is peace in the Plains of Karana.
4039|302|9|0|Once again, there is peace in the Plains of Karana.
4040|1447|9|0|The Lord of Disease welcomes you!
4041|1447|3|0|Bertoxxuloussss... shall find you.
4042|331|9|0|The Lord of Disease welcomes you!
4043|1954|1|0|Prime Healer!  Guide me to victory!
4044|1954|9|0|A pity...  Such a waste of a life.
4045|1954|3|0|The Priests of Life will cleanse this city of evil ones like you soon enough. May Rodcet have mercy on all our souls.
4046|1955|1|0|I shall chop you down as your people chopped down the beauty of the forests!!
4047|1955|9|0|Ha! Fertilizer for the forests and another notch in the belt of the Unkempt Druids!
4048|1955|3|0|Your act of murder will not go unnoticed by the Unkempt Druids or nature itself!!
4049|1956|3|0|This act ag-GRRR-grr-ainst the Splitpaws will not go without retribution...  mark... my...  words...
4050|1956|1|0|<BBAAaaaaarrrkkk!>  Your head will make an RRRex-rrex-excellent addition to my collection!
4051|1957|1|1|Growls BARK! 'You will never have my eye!'  BARK!  BARK!
4052|1957|3|0|Ggggrrrrr... Bark... Bark...  My eye... Bark!
4053|1956|9|2|BAHAHA!  The so-called 'mighty' was hardly a challenge for the Shamans of Splitpaw!  <HHHhhooooowwwLLLL!>
4054|1958|1|0|And now, puny mortal, you shall feel the touch of the grave!
4055|1958|9|0|Another corpse to add to our legions, how fortunate you are mortal!
4056|1958|3|0|Aroow! Though my body is destroyed my spirit will return, thus is the blessing of my immortality!
4057|1959|1|0|Heretic! Thou shalt feel my magic scorn!
4058|1959|3|0|My comrades will avenge my death.
4059|1960|1|1|releases a war cry that seems impossibly loud and clear for a sound traveling through water! 'Be gone from my kingdom, surface dwelling rock scum!!
4060|1961|1|1|is overcome with madness and rage
4061|1962|1|0|Die, Infidel!!
4062|1963|1|0|The tiny hand of one Watchman shall prove that gnomes can fight with swords as well.
4063|1963|3|0|You will be known as a foe to all in Ak'Anon. My death will not go unnoticed!
4064|1964|1|0|Sir Morgan! Help me!
4065|1964|3|0|Sir Morgan and the residents of the Plains of Karana will avenge my death. Beware!
4066|1965|1|0|Stand and deliver, fool!
4067|1965|3|0|The Karana bandits will find you and avenge my death.
4068|1442|1|0|Simpleton, you do not know who you provoke! I am the strongest of all Veeshan's brood, none can match my power!
4069|1442|3|0|This, this is a shock. I, Zlandicar, brought down by such as you.
4070|138|9|0|I have seen far too much death in this world.  Needless and wasteful.
4071|139|9|0|A good start, but there are many more vermin to exterminate in this world.
4072|152|9|1|feeds.
4073|1423|9|1|seems to have grown a bit larger.
4074|1505|9|1|feasts upon the dead!
4075|161|9|1|has hastened another into entropy.
4076|165|9|0|Akaa nip ne raahaa!  Akaa nip ne raahaa Neb
4077|164|9|1|gnashes its teeth in victory.
4078|163|9|1|gnashes its teeth in victory.
4079|157|9|1|dances in triumph!
4080|156|9|1|dances in triumph! 
4081|160|9|1|will feed well this day.
4082|307|8|2|Flee for your lives, weakling humans! This land will be ours once again! I claim this city in the name of the Sabertooths!
4083|1966|1|0|Help! Clockworks, report to my location!
4084|1966|3|0|My comrades will avenge my death.
4085|1967|1|0|Click... Tick... City violation. Code 5150. This unit is authorized to execute punishment. Please stand still. Thank you.
4086|1967|3|0|Bzzzz... Click... This unit is terminally damaged. Destruction of city property is a violation of city code 22468. All units shall be notified of your offense...
4087|1968|1|0|Wizzzz... Click. Tick...
4088|1968|3|0|Wizzzz... Click. Tick...
4089|1969|1|0|Death to all!  None shall get the mallet!  All shall die!
4090|1283|9|0|You should feel honored that your soul shall finally be made useful.  I will donate its energy to the hungry Marnek, so that he may soon walk the face of Antonica once again.
4091|1970|1|0|I must free your soul, $name!
4092|1971|1|0|You not gonna escape from da taint, tall freak!
4093|1972|1|0|Death to you all! Swords cannot harm a mighty follower of Innoruuk!
4094|98|1|0|Time to die $name. 
4095|1973|1|0|I have done nothing!  Militia!  Help!
4096|1973|3|0|The good people of this city will know of this. They will strike back at you!
4097|1974|1|0|Die, dog!!
4098|1974|3|0|Your name shall be added to the most wanted list of the Freeport Militia!!
4099|1975|1|0|You cannot stop the undead!!  Foolish mortal!!
4100|145|3|0|Your name shall be added to the most wanted list of the Freeport Militia!!
4101|146|3|0|Your name shall be added to the most wanted list of the Freeport Militia!!
4102|1974|9|0|Let your death be a warning to all who dare oppose the Freeport Militia!
4103|308|3|0|My comrades will avenge my death.
4104|112|9|0|The city of Froststone is once again safe from evil!
4105|1326|9|0|One less enemy of the realm.  The caretaker will be busy today.
4106|347|9|0|Honor through victory! Any others who wish to challenge the will of the Dain?
4107|1976|1|0|So is the will of Velketor. 
4108|1504|3|0|My comrades will avenge my death. 
4109|1977|1|0|Raise your guard!  It's time to test your skills.
4110|1977|3|0|You have won this battle, my friend, but my fellow rogues will learn of this and you shall pay dearly.
4111|1978|1|0|This city is under the control of the Union of Vie!! 
4112|1979|1|0|Your kind is not welcome in Firiona Vie!! 
4113|1980|1|0|You fool!
4114|1978|9|0|One less enemy of the realm.  The caretaker will be busy today. 
4115|1978|3|0|You shall now be a wanted man... The Union of Vie shall punish you. 
4116|1981|1|0|You are an offender to the realm!  You shall be punished! 
4117|1981|9|0|One less enemy of the realm.  The caretaker will be busy today. 
4118|1981|3|0|You shall now be a wanted man... The Union of Vie shall punish you. 
4119|1982|1|0|Say your prayers, evildoer! 
4120|1982|9|0|One less enemy of the realm.  The caretaker will be busy today. 
4121|1982|3|0|You shall now be a wanted man... The Union of Vie shall punish you. 
4122|1983|1|0|Your kind is not welcome in Firiona Vie! 
4123|1983|9|0|One less enemy of the realm.  The caretaker will be busy today. 
4124|1983|3|0|You shall now be a wanted man... The Union of Vie shall punish you. 
4125|1326|1|0|Attack!
4126|1984|1|0|For the forest folk!  You shall die like dogs. 
4127|1984|9|0|One less enemy of the realm.  The caretaker will be busy today. 
4128|1984|3|0|You shall now be a wanted man... The Union of Vie shall punish you. 
4129|1985|1|0|You dare assault the commander of this post?!  You shall pay dearly! 
4130|1985|9|0|One less enemy of the realm.  The caretaker will be busy today. 
4131|1985|3|0|You shall now be a wanted man... The Union of Vie shall punish you. 
4132|1986|1|0|Come, let Bozin embrace you.
4133|1986|3|0|Bertoxxuloussss... shall find you.
4134|1986|9|0|The Lord of Disease welcomes you!
4135|1987|1|0|Westyn shall gut you.
4136|1987|3|0|Bertoxxuloussss... shall find you.
4137|1987|9|0|The Lord of Disease welcomes you!
4138|1988|1|0|Come... Come and join Tolon!
4139|1988|3|0|Bertoxxuloussss... shall find you.
4140|1988|9|0|The Lord of Disease welcomes you!
4141|1989|1|0|Never fear... Smyth isss... Here!
4142|1989|3|0|Bertoxxuloussss... shall find you.
4143|1989|9|0|The Lord of Disease welcomes you!
4144|1990|1|0|Feel the power of Gandil the Great!
4145|1990|3|0|Bertoxxuloussss.. shall find you.
4146|1990|9|0|The Lord of Disease welcomes you!
4147|1991|1|0|Come and join Barger.
4148|1991|3|0|Bertoxxuloussss.. shall find you.
4149|1991|9|0|The Lord of Disease welcomes you!
4150|1992|1|0|bark, bark, bark!!! 
4151|1993|1|0|Slay the hairless ones! 
4152|1994|1|0|Ggrrrff!! Onward, and destroy this bile!
4153|1995|1|0|Let the madness rain upon you! Long live Meldrath!
4154|1995|3|0|And now I sleep. Forever in the madness of Meldrath am I.
4155|1996|1|0|Orc stomp, orc kill - orc weapons, your blood will spill.
4156|1997|1|0|Orc stomp, orc kill - orc weapons, your blood will spill.
4157|1997|3|0|My comrades will avenge my death.
4158|269|3|0|zzzzzzztone hivvvvvvvvv
4162|95|9|0|For the glory of the Deathfist Magistrate, your blood shall run!!
4163|1998|9|0|Hardly a worthy adversary. A member of the Indigo Brotherhood deserves a much better opponent.
4164|1998|1|0|Prepare to meet the skilled fury of a Neriak Dragoon.
4165|1998|3|0|Start digging your grave. The Indigo Brotherhood shall find you.
4166|1873|1|0|Argh!  Bertoxxulous demands your flesh!
4167|1873|5|2|Your fate is sealed, foolish mortals!  Cower before the might of Varsoon the Undying!
4168|1999|3|0|Wizzzz... Click. Tick...
4169|2000|1|0|The single death of a member of the Paladins of Tunare shall plague your wretched life.
4170|2001|1|1|growls exposing decaying fangs! 
4171|2001|3|1|curls into a pile as it hits the ground. 
